title,F,M
Disclosure (1994),3.12280701754386,3.1878172588832485
"Distinguished Gentleman, The (1992)",3.0476190476190474,3.0091743119266057
Disturbing Behavior (1998),2.8947368421052637,2.6260162601626016
Diva (1981),4.1647058823529415,4.0
Do the Right Thing (1989),3.8857142857142857,3.87953795379538
Doctor Dolittle (1967),3.2432432432432434,3.182926829268293
Doctor Dolittle (1998),2.986111111111111,2.908616187989556
Doctor Zhivago (1965),4.094972067039106,4.051948051948052
Dog Day Afternoon (1975),3.877551020408163,3.991909385113269
Dog Park (1998),2.5294117647058822,2.6
"Dog of Flanders, A (1999)",2.333333333333333,3.8
"Dog's Life, A (1920)",3.0,3.8
Dogma (1999),3.787330316742081,3.69140625
Dolores Claiborne (1994),3.4237288135593222,3.467532467532468
Don Juan DeMarco (1995),3.462962962962963,3.3392857142857144
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.8,2.864583333333333
Don't Look in the Basement! (1973),2.75,2.142857142857143
Donnie Brasco (1997),3.664556962025317,3.8324420677361855
"Doom Generation, The (1995)",2.571428571428572,2.4255319148936167
"Doors, The (1991)",3.3371428571428567,3.431683168316832
"Dorado, El (1967)",3.0,3.765625
Double Happiness (1994),3.6666666666666665,4.0
Double Indemnity (1944),4.282051282051282,4.4683544303797476
Double Jeopardy (1999),3.451754385964912,3.0985663082437283
"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",3.959183673469388,3.925
Double Team (1997),2.6666666666666665,2.0444444444444443
Doug's 1st Movie (1999),2.5,2.3846153846153846
Down Periscope (1996),2.9166666666666665,2.788990825688073
Down by Law (1986),4.333333333333333,3.882352941176471
Down in the Delta (1998),3.6296296296296298,3.636363636363636
Down to You (2000),2.5964912280701755,2.769230769230769
Dr. No (1962),3.776595744680851,3.891304347826087
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.376623376623376,4.464788732394366
Dracula (1931),3.8181818181818175,3.8298969072164954
Dracula (1958),3.2777777777777777,3.3571428571428568
Dracula: Dead and Loving It (1995),2.8928571428571432,2.25
Dragonheart (1996),3.348148148148148,3.190775681341719
"Draughtsman's Contract, The (1982)",4.428571428571429,3.0909090909090913
Dream Man (1995),,2.0
Dream With the Fishes (1997),3.7692307692307687,3.5185185185185186
Dream for an Insomniac (1996),3.2777777777777777,2.833333333333333
Dreaming of Joseph Lees (1998),3.8571428571428568,3.1666666666666665
"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",3.947368421052632,4.035714285714286
Dreamscape (1984),3.641025641025641,3.4481605351170566
Drive Me Crazy (1999),2.9615384615384617,2.6417910447761197
Driving Miss Daisy (1989),4.059633027522936,3.7857142857142856
Drop Dead Fred (1991),2.629213483146068,2.271929824561404
Drop Dead Gorgeous (1999),3.2743362831858414,3.0703703703703704
Drop Zone (1994),2.5384615384615383,2.689655172413793
Drowning Mona (2000),2.6730769230769234,2.7971014492753623
Drugstore Cowboy (1989),3.96,3.9082278481012658
Drunken Master (Zui quan) (1979),4.0,3.8983050847457625
Drunks (1997),3.4166666666666665,3.0909090909090913
Dry Cleaning (Nettoyage à sec) (1997),,4.5
Duck Soup (1933),4.016528925619835,4.260042283298096
Dudley Do-Right (1999),2.3666666666666667,2.021978021978022
Duel in the Sun (1946),3.6666666666666665,3.533333333333333
Duets (2000),2.411764705882353,2.763888888888889
Dumb & Dumber (1994),2.697986577181208,3.336594911937378
Dumbo (1941),3.685,3.690217391304348
Dune (1984),3.3543307086614167,3.356495468277945
Dunston Checks In (1996),2.269230769230769,2.18
Dying Young (1991),3.0,2.517857142857143
Déjà Vu (1997),4.0,3.6666666666666665
E.T. the Extra-Terrestrial (1982),4.0898502495840265,3.9202637889688248
EDtv (1999),3.2446808510638303,3.1826923076923075
Earth Vs. the Flying Saucers (1956),3.25,3.4444444444444446
Earthquake (1974),2.9230769230769234,2.8396226415094334
East is East (1999),3.6666666666666665,3.6637931034482767
East of Eden (1955),3.936507936507936,3.9934210526315783
East-West (Est-ouest) (1999),3.6486486486486487,3.8333333333333335
Easy Money (1983),2.833333333333333,3.191666666666667
Easy Rider (1969),3.6428571428571432,3.8036175710594313
Eat Drink Man Woman (1994),4.095890410958904,4.06
Eaten Alive (1976),,2.5
Ed (1996),2.8,2.5
Ed Wood (1994),3.6008583690987126,3.7291066282420755
Ed's Next Move (1996),4.25,4.25
Eddie (1996),2.7142857142857144,2.48
Eden (1997),2.0,
Edge of Seventeen (1998),3.6,3.566666666666667
"Edge, The (1997)",3.5090909090909093,3.6569767441860463
"Education of Little Tree, The (1997)",3.7,3.7692307692307687
Edward Scissorhands (1990),3.6970338983050848,3.5434565434565437
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",3.6,3.9428571428571435
Eight Days a Week (1997),3.4,2.5384615384615383
"Eighth Day, The (Le Huitième jour ) (1996)",4.4,4.142857142857143
Election (1999),3.98034398034398,3.9121076233183856
"Elephant Man, The (1980)",4.094017094017094,3.9852941176470584
Elizabeth (1998),4.197101449275363,3.932546374367622
Elstree Calling (1930),,1.0
"Emerald Forest, The (1985)",3.3461538461538463,3.5517241379310347
Emma (1996),4.061151079136692,3.654708520179372
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",4.0,3.5294117647058822
Empire Records (1995),3.0657894736842106,3.035897435897436
Enchanted April (1991),4.092105263157896,3.8873239436619715
Encino Man (1992),2.5428571428571427,2.4887892376681613
End of Days (1999),2.5824175824175826,2.638477801268499
"End of Violence, The (1997)",2.75,2.9047619047619047
"End of the Affair, The (1955)",4.0,4.0
"End of the Affair, The (1999)",3.54320987654321,3.4957983193277316
"Endless Summer 2, The (1994)",3.4285714285714284,3.375
"Endless Summer, The (1966)",3.655172413793104,3.825
Endurance (1998),4.5,3.25
Enemy of the State (1998),3.6574585635359123,3.693928128872367
"Enfer, L' (1994)",1.0,3.75
"English Patient, The (1996)",3.6980056980056983,3.5611285266457684
"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",3.3142857142857145,3.2428571428571433
Entrapment (1999),3.2797619047619047,3.1379310344827585
Eraser (1996),3.048387096774193,3.135678391959799
Eraserhead (1977),3.2352941176470584,3.515151515151515
Erin Brockovich (2000),4.007125890736342,3.7964205816554815
Escape from L.A. (1996),2.6140350877192984,2.497797356828194
Escape from New York (1981),3.194690265486725,3.504539559014267
Escape from the Planet of the Apes (1971),2.9718309859154934,3.0535714285714284
Escape to Witch Mountain (1975),3.3370786516853927,3.1188118811881185
Eternity and a Day (Mia eoniotita ke mia mera ) (1998),,3.8571428571428568
European Vacation (1985),3.0625,2.8852459016393444
Eve's Bayou (1997),3.636363636363636,3.5309734513274336
Even Cowgirls Get the Blues (1993),2.3548387096774195,2.26
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),,1.0
"Evening Star, The (1996)",2.9318181818181817,2.8043478260869565
Event Horizon (1997),2.4142857142857137,2.5350467289719627
Ever After: A Cinderella Story (1998),3.9,3.5051020408163267
Everest (1998),4.0,4.0078125
Everyone Says I Love You (1996),3.4339622641509435,3.636904761904762
Everything Relative (1996),4.0,
Everything You Always Wanted to Know About Sex (1972),3.3859649122807016,3.6008771929824563
Evil Dead II (Dead By Dawn) (1987),3.2972972972972974,3.9092827004219415
Evita (1996),3.4601769911504423,3.1183431952662723
Excalibur (1981),3.731034482758621,3.83249581239531
Excess Baggage (1997),2.5128205128205128,2.7755102040816326
Executive Decision (1996),3.328125,3.3494318181818183
Exit to Eden (1994),2.333333333333333,2.1929824561403506
Exorcist II: The Heretic (1977),1.9333333333333331,1.7448979591836735
"Exorcist III, The (1990)",2.736842105263158,2.75
"Exorcist, The (1973)",3.5376344086021505,4.067238912732475
Exotica (1994),3.8684210526315783,3.5634517766497464
Experience Preferred... But Not Essential (1982),3.5,3.5625
Extreme Measures (1996),2.78125,3.0
Extremities (1986),3.5789473684210527,3.06
Eye for an Eye (1996),3.1538461538461537,2.902439024390244
Eye of the Beholder (1999),2.1818181818181817,2.1157894736842104
Eyes Wide Shut (1999),2.8912133891213387,3.305949008498584
Eyes Without a Face (1959),4.333333333333333,3.1052631578947367
Eyes of Laura Mars (1978),3.3428571428571434,3.1442307692307687
"Eyes of Tammy Faye, The (2000)",4.2,3.736842105263158
F/X (1986),3.701754385964912,3.5451448040885865
F/X 2 (1992),2.703703703703704,2.63302752293578
"Fabulous Baker Boys, The (1989)",3.439189189189189,3.3285714285714287
"Face in the Crowd, A (1957)",3.933333333333333,4.271186440677966
Face/Off (1997),3.4431818181818183,3.3915298184961107
Faces (1968),3.0,3.8181818181818175
"Faculty, The (1998)",2.8315789473684214,2.7655502392344498
Fair Game (1995),1.6666666666666667,2.1494252873563218
FairyTale: A True Story (1997),3.571428571428572,3.066666666666667
Faithful (1996),3.5,2.833333333333333
"Falcon and the Snowman, The (1984)",3.4047619047619047,3.5355450236966823
Fall (1997),2.5,2.9230769230769234
Fall Time (1995),4.0,
Fallen (1998),3.35,3.3961038961038965
Falling Down (1993),3.2333333333333334,3.4976958525345623
Falling in Love Again (1980),2.6666666666666665,3.0
Family Plot (1976),3.3181818181818183,3.180327868852459
"Family Thing, A (1996)",3.782608695652174,3.555555555555556
"Fan, The (1996)",2.3448275862068964,2.603448275862069
Fandango (1985),3.9230769230769234,3.60377358490566
Fanny and Alexander (1982),3.8780487804878048,3.885057471264368
Fantasia (1940),3.890070921985816,3.9107413010590015
Fantasia 2000 (1999),3.8992248062015498,3.768518518518519
"Fantastic Night, The (La Nuit Fantastique) (1949)",,1.0
"Fantastic Planet, The (La Planète sauvage) (1973)",3.1538461538461537,3.6705882352941175
Fantastic Voyage (1966),3.5357142857142856,3.589041095890411
Far From Home: The Adventures of Yellow Dog (1995),3.1666666666666665,2.6
"Far Off Place, A (1993)",3.4074074074074074,3.5
Far and Away (1992),3.3566878980891715,3.3780487804878048
"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",4.2,3.625
Farewell My Concubine (1993),4.2020202020202015,4.006451612903226
"Farewell to Arms, A (1932)",3.5294117647058822,3.58974358974359
Fargo (1996),4.21765601217656,4.267780172413794
Farinelli: il castrato (1994),3.6060606060606064,3.4255319148936163
"Farmer's Wife, The (1928)",,3.333333333333333
Fast Times at Ridgemont High (1982),3.706185567010309,3.874277456647399
"Fast, Cheap & Out of Control (1997)",3.8125,3.8652482269503543
Faster Pussycat! Kill! Kill! (1965),4.0,3.4905660377358485
Fatal Attraction (1987),3.66804979253112,3.670231729055258
Fatal Beauty (1987),2.85,2.1702127659574466
Fatal Instinct (1993),2.642857142857143,2.6046511627906983
Father of the Bride (1950),3.722772277227723,3.625615763546798
Father of the Bride Part II (1995),3.212962962962963,2.8882978723404253
Fathers' Day (1997),2.5454545454545454,2.4393939393939394
Faust (1994),2.142857142857143,3.875
Fausto (1993),,3.0
"Favor, The (1994)",2.764705882352941,2.142857142857143
Fear (1996),2.8823529411764706,3.0212765957446814
Fear and Loathing in Las Vegas (1998),3.0793650793650795,3.4170212765957446
Fear of a Black Hat (1993),4.0,3.5789473684210527
"Fear, The (1995)",3.0,2.2222222222222223
Fearless (1993),3.3076923076923075,3.7177914110429446
Feast of July (1995),3.5,3.6666666666666665
Federal Hill (1994),3.6,3.6666666666666665
Feeling Minnesota (1996),2.413793103448276,2.625
Felicia's Journey (1999),3.1739130434782608,3.4745762711864407
Female Perversions (1996),3.4444444444444446,3.15
Ferris Bueller's Day Off (1986),4.10443864229765,4.122018348623853
Fever Pitch (1997),3.5,3.333333333333333
"Few Good Men, A (1992)",3.8913857677902617,3.944584382871537
Field of Dreams (1989),3.832432432432432,3.9365351629502574
"Fiendish Plot of Dr. Fu Manchu, The (1980)",2.6666666666666665,2.5
Fierce Creatures (1997),3.2564102564102564,3.302325581395349
"Fifth Element, The (1997)",3.657407407407408,3.6373815676141263
Fight Club (1999),4.020979020979021,4.09098712446352
"Fighting Seabees, The (1944)",3.333333333333333,3.4494382022471917
"Filth and the Fury, The (2000)",4.125,3.7741935483870965
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",2.75,2.641509433962264
Final Destination (2000),3.11,3.3175487465181064
Finding North (1999),2.0,3.5
Fire Down Below (1997),3.0,2.458333333333333
"Fire Within, The (Le Feu Follet) (1963)",4.0,3.375
Firelight (1997),4.6,3.8333333333333335
Firestarter (1984),3.1384615384615384,2.93069306930693
Firestorm (1998),2.375,2.710144927536232
Firewalker (1986),2.25,2.2894736842105257
"Firm, The (1993)",3.4913793103448274,3.569256756756757
First Blood (1982),3.2857142857142856,3.5994475138121547
First Kid (1996),2.8095238095238093,2.5535714285714284
First Knight (1995),3.1826086956521737,2.8421052631578947
"First Love, Last Rites (1997)",3.5,
"First Wives Club, The (1996)",3.1555555555555554,2.78125
"Fish Called Wanda, A (1988)",3.858024691358025,4.007984031936128
"Fisher King, The (1991)",3.578181818181818,3.6462686567164178
"Fistful of Dollars, A (1964)",3.644444444444445,4.027253668763103
Fitzcarraldo (1982),3.7857142857142856,3.988095238095238
Five Easy Pieces (1970),4.043956043956044,3.9216417910447765
"Five Senses, The (1999)",3.5909090909090913,3.3181818181818183
"Five Wives, Three Secretaries and Me (1998)",,4.0
"Flamingo Kid, The (1984)",3.131578947368421,3.2201834862385317
Flashdance (1983),3.333333333333333,2.960352422907489
Flatliners (1990),3.2477876106194685,3.256666666666667
Flawless (1999),3.3823529411764706,3.0657894736842106
Fled (1996),2.571428571428572,2.571428571428572
Flesh and Bone (1993),2.9268292682926833,3.292307692307692
Fletch (1985),3.284482758620689,3.668737060041408
Fletch Lives (1989),3.0,2.9613526570048307
Flight of the Navigator (1986),3.7578947368421054,3.4036281179138324
"Flintstones in Viva Rock Vegas, The (2000)",1.8965517241379308,1.7777777777777777
"Flintstones, The (1994)",2.5384615384615383,2.292079207920792
Flipper (1996),2.647058823529412,2.4444444444444446
Flirt (1995),3.5882352941176467,3.8571428571428568
Flirting With Disaster (1996),3.75,3.8632478632478633
"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",4.6,3.25
Flubber (1997),2.7763157894736836,2.4778761061946897
Fluke (1995),3.3076923076923075,3.3125
Fly Away Home (1996),3.7553191489361697,3.5
"Fly II, The (1989)",2.257142857142857,2.321285140562249
"Fly, The (1958)",3.3406593406593412,3.362467866323908
"Fly, The (1986)",3.2397959183673466,3.4857142857142858
"Flying Saucer, The (1950)",1.0,3.3
Flying Tigers (1942),3.25,3.4301075268817205
"Fog, The (1980)",2.92,2.924137931034483
Follow the Bitch (1998),,5.0
Following (1998),3.7777777777777777,3.8
Foolish (1999),,3.0
Fools Rush In (1997),3.1941747572815533,3.0552147239263805
Footloose (1984),3.3115942028985508,2.9528619528619533
For All Mankind (1989),3.333333333333333,4.583333333333333
For Ever Mozart (1996),3.0,
For Love of the Game (1999),3.3936170212765964,3.065384615384616
For Love or Money (1993),3.1666666666666665,3.255813953488372
For Richer or Poorer (1997),2.8,3.0
For Whom the Bell Tolls (1943),3.8,3.7469879518072284
For Your Eyes Only (1981),3.3548387096774195,3.526170798898072
For a Few Dollars More (1965),3.4090909090909087,3.953795379537954
For the Love of Benji (1977),3.071428571428572,2.393939393939394
For the Moment (1994),5.0,3.0
Forbidden Planet (1956),3.862745098039216,3.993788819875777
Force 10 from Navarone (1978),3.2,3.363128491620112
Force of Evil (1948),4.285714285714286,3.9166666666666665
Forces of Nature (1999),2.9320388349514563,2.5984848484848486
Foreign Correspondent (1940),3.739130434782609,3.8
Foreign Student (1994),,3.0
Forever Young (1992),3.3376623376623376,3.139318885448916
Forget Paris (1995),3.0297029702970297,2.935897435897436
Forrest Gump (1994),4.045031055900621,4.105806451612904
Four Days in September (1997),3.7857142857142856,4.0540540540540535
Four Rooms (1995),3.2222222222222223,3.3615384615384616
Four Weddings and a Funeral (1994),3.834381551362684,3.686507936507936
"Fox and the Hound, The (1981)",3.5729166666666665,3.387434554973822
Foxfire (1996),3.25,3.088607594936709
Frances (1982),4.0,3.710843373493976
Frank and Ollie (1995),4.0,
Frankenstein (1931),3.9726027397260273,3.975975975975976
Frankenstein Meets the Wolf Man (1943),3.25,3.128571428571429
Frankie Starlight (1995),2.8571428571428568,3.2222222222222223
Freaky Friday (1977),3.3783783783783785,3.037735849056604
Freddy's Dead: The Final Nightmare (1991),2.3529411764705883,2.1491712707182318
Free Enterprise (1998),3.7142857142857135,3.583333333333333
Free Willy (1993),2.9213483146067416,2.4387755102040822
Free Willy 2: The Adventure Home (1995),2.34375,1.8888888888888888
Free Willy 3: The Rescue (1997),2.1578947368421053,1.5652173913043481
Freedom for Us (À nous la liberté ) (1931),4.333333333333333,3.6666666666666665
Freejack (1992),2.4285714285714284,2.4166666666666665
Freeway (1996),3.7714285714285714,3.611940298507463
"French Connection, The (1971)",3.9236641221374047,4.130136986301371
French Kiss (1995),3.5357142857142856,3.056962025316456
French Twist (Gazon maudit) (1995),3.52,3.4
Frenzy (1972),3.6666666666666665,3.6626506024096384
Frequency (2000),3.7810945273631833,3.7516129032258063
Fresh (1994),4.2,3.9615384615384617
Friday (1995),3.565217391304348,3.68
Friday the 13th (1980),2.983050847457627,3.0542635658914734
Friday the 13th Part 2 (1981),2.1111111111111107,2.4861111111111107
Friday the 13th Part 3: 3D (1982),1.7586206896551724,2.0176470588235293
Friday the 13th Part V: A New Beginning (1985),1.2727272727272727,2.1650485436893203
Friday the 13th Part VI: Jason Lives (1986),1.5,2.2916666666666665
Friday the 13th Part VII: The New Blood (1988),1.6363636363636365,2.225
Friday the 13th Part VIII: Jason Takes Manhattan (1989),1.4444444444444444,1.8777777777777775
Friday the 13th: The Final Chapter (1984),1.6363636363636365,2.258503401360544
Fried Green Tomatoes (1991),4.038793103448277,3.656509695290859
"Friend of the Deceased, A (1997)",4.0,4.0
Friends & Lovers (1999),2.8,2.7142857142857144
Fright Night (1985),2.9736842105263164,3.5
Fright Night Part II (1989),2.125,2.327272727272727
"Frighteners, The (1996)",3.0847457627118646,3.4050179211469533
Frogs for Snakes (1998),1.0,2.25
From Dusk Till Dawn (1996),2.7357142857142858,3.232558139534884
From Here to Eternity (1953),4.110091743119266,4.090196078431372
From Russia with Love (1963),3.801980198019802,3.9029850746268657
From the Hip (1987),3.0,2.772727272727273
From the Journals of Jean Seberg (1995),3.4,3.0
"Fugitive, The (1993)",4.100456621004566,4.104046242774566
Full Metal Jacket (1987),3.82183908045977,4.1574074074074066
"Full Monty, The (1997)",4.113456464379946,3.760975609756097
Full Speed (1996),,3.0
Full Tilt Boogie (1997),,3.571428571428572
Fun and Fancy Free (1947),3.5,3.185185185185185
"Funeral, The (1996)",3.2857142857142856,2.75
"Funhouse, The (1981)",3.0,2.8529411764705883
Funny Bones (1995),3.7,3.310344827586207
Funny Face (1957),3.8409090909090913,3.4418604651162785
Funny Farm (1988),3.1463414634146343,2.9095477386934667
"Fury, The (1978)",2.7142857142857144,3.015625
G. I. Blues (1960),3.2105263157894735,2.833333333333333
G.I. Jane (1997),3.135593220338983,3.0296127562642368
Gabbeh (1996),3.0,3.2222222222222223
Galaxy Quest (1999),3.9015544041450783,3.73397913561848
"Gambler, The (A Játékos) (1997)",5.0,3.1666666666666665
"Game, The (1997)",3.85945945945946,3.928263988522238
Gandhi (1982),4.155555555555557,4.136456211812627
Gang Related (1997),3.0,2.588235294117647
"Garbage Pail Kids Movie, The (1987)",1.818181818181818,1.380952380952381
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",4.114285714285714,3.9846153846153847
Gaslight (1944),4.344827586206897,3.88
"Gate II: Trespassers, The (1990)",2.0,1.6666666666666667
"Gate of Heavenly Peace, The (1995)",5.0,5.0
"Gate, The (1987)",2.1578947368421053,2.7446808510638303
Gattaca (1997),3.757847533632287,3.6990632318501167
"Gay Deceivers, The (1969)",,3.333333333333333
"Gay Divorcee, The (1934)",4.176470588235294,3.685185185185185
"General's Daughter, The (1999)",3.2540540540540532,3.1007905138339917
"General, The (1927)",4.575757575757576,4.329479768786127
"General, The (1998)",3.5,3.6346153846153846
Gentleman's Agreement (1947),4.033333333333333,3.819672131147541
George of the Jungle (1997),3.1881188118811883,3.026595744680851
Georgia (1995),3.0,3.125
Germinal (1993),2.6666666666666665,3.5454545454545454
Geronimo: An American Legend (1993),2.75,3.3291139240506333
Get Bruce (1999),3.583333333333333,3.310344827586207
Get Carter (1971),3.4,3.48
Get Carter (2000),2.3076923076923075,2.2528735632183907
Get Over It (1996),,1.0
Get Real (1998),4.125,4.076923076923077
Get Shorty (1995),3.5979020979020984,3.630841121495327
Get on the Bus (1996),3.615384615384616,3.25
"Getaway, The (1994)",2.6,2.849624060150376
Getting Away With Murder (1996),,3.0
Getting Even with Dad (1994),2.363636363636364,2.2222222222222223
Ghost (1990),3.6986666666666665,3.3951935914552736
Ghost Dog: The Way of the Samurai (1999),3.727272727272727,3.868725868725869
"Ghost and Mrs. Muir, The (1947)",4.012195121951219,3.955056179775281
"Ghost and the Darkness, The (1996)",3.375,3.3168044077134984
Ghost in the Shell (Kokaku kidotai) (1995),4.0285714285714285,4.096774193548387
"Ghost of Frankenstein, The (1942)",3.5,2.655172413793104
Ghostbusters (1984),3.833962264150944,3.9285281647486365
Ghostbusters II (1989),3.1743119266055047,2.8421052631578947
Ghosts of Mississippi (1996),3.5625,3.4923076923076923
Giant (1956),3.86046511627907,3.701149425287357
"Giant Gila Monster, The (1959)",1.8,2.090909090909091
Gigi (1958),3.846938775510204,3.3707865168539324
Gilda (1946),4.046511627906977,3.984375
"Gingerbread Man, The (1998)",3.0,2.9295774647887325
Girl 6 (1996),3.15,2.431034482758621
"Girl on the Bridge, The (La Fille sur le Pont) (1999)",3.739130434782609,3.765957446808511
"Girl, Interrupted (1999)",3.6073619631901837,3.399253731343284
Girlfight (2000),3.7777777777777777,3.365853658536585
Girls Town (1996),3.7142857142857135,2.7
Gladiator (2000),4.088311688311689,4.110461338531514
"Glass Bottom Boat, The (1966)",3.3684210526315788,3.2
"Glass Shield, The (1994)",2.75,3.1428571428571432
Glen or Glenda (1953),3.272727272727273,2.738095238095238
Glengarry Glen Ross (1992),3.5839999999999996,3.968609865470852
"Glimmer Man, The (1996)",2.75,2.647058823529412
Gloria (1999),2.533333333333333,2.1379310344827585
Glory (1989),4.179372197309418,4.196850393700787
Glory Daze (1996),4.0,2.9090909090909087
"Gnome-Mobile, The (1967)",3.7777777777777777,2.769230769230769
Go (1999),3.891304347826087,3.8461538461538463
Go Fish (1994),3.346938775510204,3.189189189189189
Go Now (1995),3.0,3.333333333333333
Go West (1925),3.9166666666666665,3.633333333333333
God Said 'Ha!' (1998),3.8125,3.4166666666666665
"Godfather, The (1972)",4.314699792960663,4.583333333333333
"Godfather: Part II, The (1974)",4.04093567251462,4.437777777777779
"Godfather: Part III, The (1990)",3.267123287671233,3.3630573248407645
"Gods Must Be Crazy II, The (1989)",3.333333333333333,3.1157894736842104
"Gods Must Be Crazy, The (1980)",3.7142857142857135,3.730337078651685
Gods and Monsters (1998),3.8757062146892656,3.785536159600997
Godzilla (1998),2.175438596491228,2.343891402714932
Godzilla (Gojira) (1954),2.948717948717949,3.3740458015267176
Godzilla (Gojira) (1984),2.6666666666666665,2.792452830188679
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),2.25,2.8
Going My Way (1944),3.85,3.674418604651162
Gold Diggers: The Secret of Bear Mountain (1995),3.25,2.4
"Gold Rush, The (1925)",3.983870967741936,4.248826291079812
"Golden Bowl, The (2000)",3.4444444444444446,3.533333333333333
"Golden Child, The (1986)",2.9759036144578315,2.8803191489361697
Golden Earrings (1947),3.0,3.333333333333333
"Golden Voyage of Sinbad, The (1974)",3.1578947368421053,3.4318181818181817
GoldenEye (1995),3.470149253731343,3.553050397877984
Goldfinger (1964),3.760869565217391,4.009222661396573
Gone Fishin' (1997),2.0,2.2142857142857144
Gone in 60 Seconds (2000),3.0,2.967948717948718
Gone with the Wind (1939),4.26984126984127,3.829370629370629
"Good Earth, The (1937)",3.68,3.7446808510638303
"Good Man in Africa, A (1994)",3.0,2.5
"Good Morning, Vietnam (1987)",3.8125,3.709443099273608
"Good Mother, The (1988)",2.9375,3.0
Good Will Hunting (1997),4.17467248908297,4.177064220183486
"Good, The Bad and The Ugly, The (1966)",3.4949494949494953,4.2213001383125865
GoodFellas (1990),4.0724233983286915,4.331278890600925
"Goodbye Girl, The (1977)",3.810344827586207,3.6310679611650487
"Goodbye, Lover (1999)",2.6,3.2
"Goofy Movie, A (1995)",3.0384615384615383,2.8017241379310347
"Goonies, The (1985)",3.725609756097561,3.4293478260869565
Gordy (1995),3.0,1.875
Gossip (2000),2.8235294117647056,2.7291666666666665
Gothic (1986),2.7857142857142856,2.770833333333333
"Governess, The (1998)",3.358974358974359,3.0
Goya in Bordeaux (Goya en Bodeos) (1999),3.0,3.2
Grace of My Heart (1996),3.2777777777777777,3.484848484848485
"Graduate, The (1967)",4.229333333333333,4.252821670428894
Grand Canyon (1991),3.4387755102040822,3.5080645161290325
"Grand Day Out, A (1992)",4.537878787878788,4.293255131964809
Grand Hotel (1932),3.952380952380953,3.73015873015873
"Grand Illusion (Grande illusion, La) (1937)",4.560975609756096,4.266129032258065
"Grandfather, The (El Abuelo) (1998)",4.0,3.0
"Grandview, U.S.A. (1984)",2.0,2.6
"Grapes of Wrath, The (1940)",4.088888888888889,4.1502590673575135
"Grass Harp, The (1995)",3.333333333333333,3.083333333333333
Grateful Dead (1995),2.5,3.25
Graveyard Shift (1990),2.1818181818181817,2.147058823529412
Grease (1978),3.975265017667844,3.3670411985018727
Grease 2 (1982),2.243478260869565,1.7925531914893618
Greaser's Palace (1972),,3.555555555555556
"Great Day in Harlem, A (1994)",3.7777777777777777,4.21875
"Great Dictator, The (1940)",4.136363636363637,4.005813953488372
"Great Escape, The (1963)",4.163043478260869,4.408940397350993
Great Expectations (1998),3.103448275862069,3.2789115646258504
"Great Locomotive Chase, The (1956)",4.0,3.8333333333333335
"Great Mouse Detective, The (1986)",3.575,3.4615384615384617
"Great Muppet Caper, The (1981)",3.8828828828828823,3.672064777327935
"Great Race, The (1965)",3.3409090909090913,3.6
"Great Santini, The (1979)",3.972972972972973,3.943037974683544
"Great White Hype, The (1996)",2.727272727272727,2.8
"Great Ziegfeld, The (1936)",3.333333333333333,3.25
"Greatest Show on Earth, The (1952)",3.363636363636364,3.2307692307692313
"Green Mile, The (1999)",4.159722222222221,4.153104925053533
Gremlins (1984),3.055555555555556,3.3241042345276868
Gremlins 2: The New Batch (1990),2.6140350877192984,2.4952380952380957
Gridlock'd (1997),4.0,3.2439024390243905
"Grifters, The (1990)",3.7857142857142856,3.7897125567322236
Groove (2000),3.333333333333333,3.3846153846153846
Grosse Fatigue (1994),4.0,3.6666666666666665
Grosse Pointe Blank (1997),3.8038585209003215,3.816969696969697
Groundhog Day (1993),3.735562310030395,4.041358024691357
Grumpier Old Men (1995),3.0735294117647056,2.9941520467836256
Grumpy Old Men (1993),3.4055299539170507,3.418918918918919
Guantanamera (1994),3.0,3.75
"Guardian, The (1990)",2.4285714285714284,2.032258064516129
Guess Who's Coming to Dinner (1967),3.946428571428572,3.907563025210084
Guilty as Sin (1993),2.7857142857142856,2.727272727272727
Guinevere (1999),3.111111111111111,3.4651162790697674
Gulliver's Travels (1939),3.5294117647058822,3.5542168674698797
Gumby: The Movie (1995),2.0,1.875
Gun Shy (2000),2.3,2.75
Gung Ho (1986),2.8461538461538463,2.9463414634146337
"Guns of Navarone, The (1961)",4.061224489795919,3.95364238410596
Guys and Dolls (1955),4.051724137931036,3.583333333333333
Gypsy (1962),3.782608695652174,3.5849056603773586
H.O.T.S. (1979),,2.5348837209302326
Hackers (1995),3.2459016393442623,3.1230769230769235
Hairspray (1988),3.5263157894736836,3.2593856655290097
Half Baked (1998),2.918918918918919,3.267080745341615
