id;team_fifa_api_id;team_api_id;date;buildUpPlaySpeed;buildUpPlaySpeedClass;buildUpPlayDribbling;buildUpPlayDribblingClass;buildUpPlayPassing;buildUpPlayPassingClass;buildUpPlayPositioningClass;chanceCreationPassing;chanceCreationPassingClass;chanceCreationCrossing;chanceCreationCrossingClass;chanceCreationShooting;chanceCreationShootingClass;chanceCreationPositioningClass;defencePressure;defencePressureClass;defenceAggression;defenceAggressionClass;defenceTeamWidth;defenceTeamWidthClass;defenceDefenderLineClass
318;192;8533;10/9/2015 0:00;66;Balanced;54;Normal;67;Long;Organised;52;Normal;66;Normal;52;Normal;Organised;46;Medium;59;Press;51;Normal;Cover
319;231;8342;22/2/2010 0:00;35;Balanced;;Little;40;Mixed;Organised;45;Normal;50;Normal;45;Normal;Organised;60;Medium;70;Double;70;Wide;Cover
320;231;8342;22/2/2011 0:00;67;Fast;;Little;47;Mixed;Free Form;68;Risky;49;Normal;53;Normal;Free Form;57;Medium;44;Press;47;Normal;Cover
321;231;8342;22/2/2012 0:00;64;Balanced;;Little;54;Mixed;Organised;48;Normal;61;Normal;47;Normal;Organised;60;Medium;50;Press;52;Normal;Cover
322;231;8342;20/9/2013 0:00;45;Balanced;;Little;48;Mixed;Organised;48;Normal;61;Normal;47;Normal;Organised;43;Medium;59;Press;45;Normal;Cover
323;231;8342;19/9/2014 0:00;42;Balanced;52;Normal;45;Mixed;Organised;42;Normal;57;Normal;47;Normal;Organised;51;Medium;50;Press;57;Normal;Cover
324;231;8342;10/9/2015 0:00;42;Balanced;52;Normal;45;Mixed;Organised;42;Normal;57;Normal;47;Normal;Organised;51;Medium;50;Press;57;Normal;Cover
325;1867;7869;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;35;Normal;45;Normal;60;Normal;Organised;35;Medium;30;Contain;40;Normal;Cover
326;1867;7869;22/2/2011 0:00;39;Balanced;;Little;41;Mixed;Organised;40;Normal;42;Normal;46;Normal;Organised;40;Medium;38;Press;44;Normal;Cover
327;1867;7869;22/2/2012 0:00;40;Balanced;;Little;53;Mixed;Organised;40;Normal;71;Lots;48;Normal;Organised;36;Medium;41;Press;52;Normal;Cover
328;1867;7869;20/9/2013 0:00;40;Balanced;;Little;53;Mixed;Organised;40;Normal;71;Lots;48;Normal;Organised;36;Medium;41;Press;52;Normal;Cover
329;1867;7869;19/9/2014 0:00;40;Balanced;53;Normal;53;Mixed;Organised;40;Normal;66;Normal;48;Normal;Organised;36;Medium;41;Press;52;Normal;Cover
330;1867;7869;10/9/2015 0:00;53;Balanced;40;Normal;48;Mixed;Organised;55;Normal;59;Normal;57;Normal;Organised;38;Medium;39;Press;52;Normal;Cover
331;110747;2186;22/2/2010 0:00;30;Slow;;Little;45;Mixed;Organised;40;Normal;35;Normal;65;Normal;Organised;70;High;70;Double;65;Normal;Cover
332;110747;2186;22/2/2011 0:00;46;Balanced;;Little;51;Mixed;Organised;48;Normal;48;Normal;52;Normal;Organised;48;Medium;33;Contain;63;Normal;Cover
333;110747;2186;22/2/2012 0:00;57;Balanced;;Little;59;Mixed;Organised;57;Normal;33;Little;78;Lots;Organised;59;Medium;51;Press;53;Normal;Cover
334;110747;2186;19/9/2014 0:00;37;Balanced;50;Normal;38;Mixed;Organised;66;Normal;66;Normal;33;Little;Organised;59;Medium;34;Press;64;Normal;Cover
335;110747;2186;10/9/2015 0:00;37;Balanced;50;Normal;38;Mixed;Organised;66;Normal;66;Normal;33;Little;Organised;59;Medium;34;Press;64;Normal;Cover
336;1799;9826;22/2/2010 0:00;70;Fast;;Little;70;Long;Organised;70;Risky;70;Lots;65;Normal;Organised;65;Medium;60;Press;60;Normal;Cover
337;1799;9826;22/2/2011 0:00;53;Balanced;;Little;54;Mixed;Organised;69;Risky;48;Normal;52;Normal;Organised;48;Medium;43;Press;33;Narrow;Cover
338;1799;9826;22/2/2012 0:00;43;Balanced;;Little;46;Mixed;Organised;69;Risky;66;Normal;47;Normal;Organised;44;Medium;27;Contain;53;Normal;Cover
339;1799;9826;20/9/2013 0:00;52;Balanced;;Little;47;Mixed;Organised;69;Risky;66;Normal;47;Normal;Organised;36;Medium;33;Contain;53;Normal;Cover
340;1799;9826;19/9/2014 0:00;61;Balanced;36;Normal;68;Long;Organised;67;Risky;62;Normal;52;Normal;Organised;36;Medium;34;Press;48;Normal;Cover
341;1799;9826;10/9/2015 0:00;61;Balanced;45;Normal;67;Long;Organised;67;Risky;69;Lots;50;Normal;Organised;36;Medium;34;Press;41;Normal;Cover
342;110502;8262;10/9/2015 0:00;59;Balanced;43;Normal;77;Long;Organised;52;Normal;77;Lots;45;Normal;Organised;32;Deep;56;Press;41;Normal;Cover
343;635;8526;22/2/2011 0:00;30;Slow;;Little;40;Mixed;Organised;43;Normal;45;Normal;65;Normal;Organised;42;Medium;45;Press;50;Normal;Cover
344;635;8526;22/2/2012 0:00;37;Balanced;;Little;41;Mixed;Organised;47;Normal;40;Normal;63;Normal;Organised;52;Medium;43;Press;41;Normal;Cover
345;242;9783;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;30;Safe;45;Normal;65;Normal;Organised;35;Medium;35;Press;45;Normal;Offside Trap
346;242;9783;22/2/2011 0:00;56;Balanced;;Little;42;Mixed;Organised;57;Normal;69;Lots;61;Normal;Organised;38;Medium;44;Press;69;Wide;Cover
347;242;9783;22/2/2012 0:00;56;Balanced;;Little;46;Mixed;Organised;38;Normal;52;Normal;68;Lots;Organised;45;Medium;50;Press;59;Normal;Cover
348;242;9783;20/9/2013 0:00;56;Balanced;;Little;46;Mixed;Organised;38;Normal;52;Normal;68;Lots;Organised;45;Medium;50;Press;59;Normal;Cover
349;242;9783;19/9/2014 0:00;56;Balanced;55;Normal;46;Mixed;Organised;38;Normal;52;Normal;68;Lots;Organised;45;Medium;50;Press;59;Normal;Cover
350;242;9783;10/9/2015 0:00;53;Balanced;55;Normal;47;Mixed;Organised;38;Normal;52;Normal;55;Normal;Organised;45;Medium;50;Press;59;Normal;Offside Trap
351;110569;9836;22/2/2010 0:00;55;Balanced;;Little;40;Mixed;Organised;40;Normal;40;Normal;55;Normal;Organised;30;Deep;60;Press;30;Narrow;Offside Trap
352;110569;9836;22/2/2011 0:00;65;Balanced;;Little;50;Mixed;Organised;50;Normal;65;Normal;50;Normal;Organised;35;Medium;45;Press;50;Normal;Cover
353;110569;9836;22/2/2012 0:00;51;Balanced;;Little;49;Mixed;Organised;49;Normal;52;Normal;52;Normal;Organised;45;Medium;46;Press;58;Normal;Cover
354;110569;9836;20/9/2013 0:00;51;Balanced;;Little;49;Mixed;Organised;49;Normal;52;Normal;52;Normal;Organised;45;Medium;46;Press;58;Normal;Cover
355;110569;9836;19/9/2014 0:00;51;Balanced;54;Normal;49;Mixed;Organised;49;Normal;52;Normal;52;Normal;Organised;45;Medium;46;Press;58;Normal;Cover
356;110569;9836;10/9/2015 0:00;51;Balanced;54;Normal;49;Mixed;Organised;49;Normal;52;Normal;52;Normal;Organised;45;Medium;46;Press;58;Normal;Cover
357;180;8284;20/9/2013 0:00;50;Balanced;;Little;49;Mixed;Organised;38;Normal;60;Normal;53;Normal;Organised;48;Medium;47;Press;59;Normal;Cover
358;180;8284;10/9/2015 0:00;47;Balanced;47;Normal;48;Mixed;Organised;32;Safe;61;Normal;65;Normal;Organised;50;Medium;44;Press;52;Normal;Cover
359;181;9938;22/2/2010 0:00;70;Fast;;Little;70;Long;Organised;65;Normal;70;Lots;70;Lots;Organised;60;Medium;70;Double;70;Wide;Cover
360;181;9938;22/2/2011 0:00;68;Fast;;Little;53;Mixed;Organised;67;Risky;53;Normal;67;Lots;Organised;57;Medium;57;Press;63;Normal;Cover
361;181;9938;22/2/2012 0:00;60;Balanced;;Little;60;Mixed;Organised;50;Normal;50;Normal;35;Normal;Organised;40;Medium;38;Press;52;Normal;Cover
362;181;9938;20/9/2013 0:00;53;Balanced;;Little;52;Mixed;Organised;55;Normal;53;Normal;42;Normal;Organised;41;Medium;41;Press;52;Normal;Cover
363;181;9938;19/9/2014 0:00;60;Balanced;51;Normal;60;Mixed;Organised;52;Normal;55;Normal;38;Normal;Organised;41;Medium;40;Press;52;Normal;Cover
364;181;9938;10/9/2015 0:00;60;Balanced;58;Normal;53;Mixed;Organised;55;Normal;49;Normal;45;Normal;Organised;48;Medium;42;Press;53;Normal;Cover
365;182;8457;22/2/2012 0:00;55;Balanced;;Little;60;Mixed;Organised;46;Normal;68;Lots;54;Normal;Organised;42;Medium;43;Press;63;Normal;Cover
366;467;8372;19/9/2014 0:00;62;Balanced;51;Normal;52;Mixed;Organised;60;Normal;55;Normal;64;Normal;Organised;37;Medium;56;Press;49;Normal;Cover
367;467;8372;10/9/2015 0:00;62;Balanced;51;Normal;52;Mixed;Organised;59;Normal;55;Normal;52;Normal;Organised;37;Medium;56;Press;49;Normal;Cover
368;110500;9776;22/2/2012 0:00;64;Balanced;;Little;54;Mixed;Organised;52;Normal;66;Normal;62;Normal;Organised;54;Medium;42;Press;48;Normal;Cover
369;110500;9776;20/9/2013 0:00;68;Fast;;Little;54;Mixed;Organised;62;Normal;66;Normal;67;Lots;Free Form;57;Medium;47;Press;53;Normal;Cover
370;110500;9776;19/9/2014 0:00;61;Balanced;60;Normal;62;Mixed;Organised;59;Normal;43;Normal;55;Normal;Organised;30;Deep;40;Press;39;Normal;Cover
371;110500;9776;10/9/2015 0:00;66;Balanced;44;Normal;54;Mixed;Organised;62;Normal;59;Normal;51;Normal;Free Form;57;Medium;47;Press;53;Normal;Cover
372;1824;9810;22/2/2010 0:00;60;Balanced;;Little;35;Mixed;Organised;35;Normal;70;Lots;60;Normal;Organised;65;Medium;30;Contain;45;Normal;Cover
373;1824;9810;22/2/2011 0:00;52;Balanced;;Little;43;Mixed;Organised;62;Normal;62;Normal;41;Normal;Organised;48;Medium;50;Press;53;Normal;Cover
374;1824;9810;22/2/2012 0:00;38;Balanced;;Little;34;Mixed;Organised;47;Normal;45;Normal;48;Normal;Organised;46;Medium;45;Press;54;Normal;Cover
375;1824;9810;20/9/2013 0:00;41;Balanced;;Little;34;Mixed;Organised;47;Normal;45;Normal;48;Normal;Organised;46;Medium;45;Press;57;Normal;Cover
376;1824;9810;19/9/2014 0:00;63;Balanced;48;Normal;42;Mixed;Organised;57;Normal;50;Normal;52;Normal;Organised;43;Medium;46;Press;55;Normal;Cover
377;1824;9810;10/9/2015 0:00;51;Balanced;41;Normal;38;Mixed;Organised;47;Normal;58;Normal;40;Normal;Organised;48;Medium;42;Press;55;Normal;Cover
378;468;10268;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;45;Normal;50;Normal;70;Lots;Organised;50;Medium;45;Press;45;Normal;Cover
379;468;10268;22/2/2011 0:00;43;Balanced;;Little;39;Mixed;Organised;52;Normal;43;Normal;46;Normal;Organised;40;Medium;39;Press;51;Normal;Cover
380;468;10268;22/2/2012 0:00;55;Balanced;;Little;73;Long;Organised;53;Normal;54;Normal;57;Normal;Organised;49;Medium;51;Press;58;Normal;Cover
381;468;10268;20/9/2013 0:00;55;Balanced;;Little;73;Long;Organised;53;Normal;54;Normal;57;Normal;Organised;49;Medium;51;Press;58;Normal;Cover
382;468;10268;19/9/2014 0:00;55;Balanced;47;Normal;69;Long;Organised;53;Normal;54;Normal;57;Normal;Organised;49;Medium;51;Press;58;Normal;Cover
383;468;10268;10/9/2015 0:00;51;Balanced;52;Normal;48;Mixed;Organised;53;Normal;54;Normal;57;Normal;Organised;49;Medium;51;Press;58;Normal;Cover
384;1746;8534;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;30;Safe;30;Little;55;Normal;Organised;30;Deep;30;Contain;30;Narrow;Cover
385;1746;8534;22/2/2011 0:00;50;Balanced;;Little;35;Mixed;Organised;50;Normal;50;Normal;55;Normal;Organised;45;Medium;45;Press;47;Normal;Offside Trap
386;1746;8534;22/2/2012 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;50;Normal;50;Normal;Organised;35;Medium;45;Press;50;Normal;Cover
387;1746;8534;20/9/2013 0:00;51;Balanced;;Little;54;Mixed;Organised;53;Normal;54;Normal;62;Normal;Organised;39;Medium;50;Press;59;Normal;Cover
388;1746;8534;19/9/2014 0:00;63;Balanced;43;Normal;39;Mixed;Organised;66;Normal;67;Lots;51;Normal;Organised;53;Medium;57;Press;54;Normal;Cover
389;1746;8534;10/9/2015 0:00;66;Balanced;43;Normal;36;Mixed;Organised;59;Normal;64;Normal;63;Normal;Organised;46;Medium;66;Press;48;Normal;Cover
390;162;8398;22/2/2010 0:00;45;Balanced;;Little;55;Mixed;Organised;30;Safe;55;Normal;45;Normal;Organised;68;High;70;Double;68;Wide;Cover
391;162;8398;22/2/2011 0:00;64;Balanced;;Little;55;Mixed;Organised;71;Risky;38;Normal;52;Normal;Organised;58;Medium;48;Press;40;Normal;Cover
392;162;8398;22/2/2012 0:00;50;Balanced;;Little;48;Mixed;Organised;47;Normal;67;Lots;53;Normal;Organised;57;Medium;47;Press;52;Normal;Cover
393;162;8398;20/9/2013 0:00;50;Balanced;;Little;48;Mixed;Organised;47;Normal;67;Lots;53;Normal;Organised;57;Medium;47;Press;52;Normal;Cover
394;162;8398;19/9/2014 0:00;39;Balanced;47;Normal;40;Mixed;Organised;52;Normal;67;Lots;56;Normal;Organised;47;Medium;55;Press;52;Normal;Cover
395;452;8558;22/2/2010 0:00;55;Balanced;;Little;40;Mixed;Organised;70;Risky;55;Normal;70;Lots;Organised;70;High;50;Press;60;Normal;Cover
396;452;8558;22/2/2011 0:00;68;Fast;;Little;55;Mixed;Organised;72;Risky;70;Lots;54;Normal;Organised;51;Medium;58;Press;56;Normal;Cover
397;452;8558;22/2/2012 0:00;46;Balanced;;Little;44;Mixed;Organised;52;Normal;60;Normal;40;Normal;Organised;37;Medium;40;Press;45;Normal;Cover
398;452;8558;20/9/2013 0:00;50;Balanced;;Little;44;Mixed;Organised;52;Normal;60;Normal;40;Normal;Free Form;37;Medium;40;Press;45;Normal;Cover
399;452;8558;19/9/2014 0:00;50;Balanced;52;Normal;44;Mixed;Organised;52;Normal;60;Normal;40;Normal;Organised;37;Medium;40;Press;45;Normal;Cover
400;452;8558;10/9/2015 0:00;50;Balanced;52;Normal;44;Mixed;Organised;52;Normal;60;Normal;40;Normal;Free Form;37;Medium;40;Press;45;Normal;Cover
401;10020;7842;20/9/2013 0:00;66;Balanced;;Little;52;Mixed;Organised;47;Normal;53;Normal;39;Normal;Free Form;46;Medium;49;Press;55;Normal;Cover
402;10020;7842;19/9/2014 0:00;66;Balanced;56;Normal;52;Mixed;Organised;47;Normal;53;Normal;39;Normal;Organised;46;Medium;49;Press;55;Normal;Cover
403;10020;7842;10/9/2015 0:00;59;Balanced;56;Normal;52;Mixed;Organised;47;Normal;53;Normal;39;Normal;Organised;46;Medium;49;Press;55;Normal;Cover
404;2013;6351;22/2/2011 0:00;50;Balanced;;Little;55;Mixed;Organised;50;Normal;55;Normal;55;Normal;Organised;50;Medium;50;Press;55;Normal;Cover
405;7;8668;22/2/2010 0:00;60;Balanced;;Little;65;Mixed;Organised;60;Normal;70;Lots;45;Normal;Organised;40;Medium;70;Double;40;Normal;Cover
406;7;8668;22/2/2011 0:00;60;Balanced;;Little;50;Mixed;Organised;55;Normal;70;Lots;55;Normal;Organised;55;Medium;65;Press;60;Normal;Cover
407;7;8668;22/2/2012 0:00;56;Balanced;;Little;56;Mixed;Organised;48;Normal;57;Normal;56;Normal;Organised;50;Medium;50;Press;60;Normal;Cover
408;7;8668;20/9/2013 0:00;58;Balanced;;Little;62;Mixed;Organised;48;Normal;59;Normal;32;Little;Organised;41;Medium;44;Press;59;Normal;Cover
409;7;8668;19/9/2014 0:00;61;Balanced;34;Normal;42;Mixed;Organised;39;Normal;59;Normal;48;Normal;Organised;52;Medium;58;Press;60;Normal;Cover
410;7;8668;10/9/2015 0:00;43;Balanced;45;Normal;40;Mixed;Organised;39;Normal;33;Little;63;Normal;Organised;52;Medium;58;Press;59;Normal;Cover
411;111271;4087;22/2/2011 0:00;35;Balanced;;Little;65;Mixed;Organised;50;Normal;65;Normal;65;Normal;Organised;45;Medium;55;Press;65;Normal;Cover
412;111271;4087;22/2/2012 0:00;53;Balanced;;Little;44;Mixed;Organised;52;Normal;52;Normal;64;Normal;Organised;47;Medium;56;Press;50;Normal;Cover
413;111271;4087;20/9/2013 0:00;53;Balanced;;Little;44;Mixed;Organised;52;Normal;52;Normal;64;Normal;Organised;47;Medium;56;Press;50;Normal;Cover
414;111271;4087;19/9/2014 0:00;61;Balanced;51;Normal;44;Mixed;Organised;52;Normal;61;Normal;48;Normal;Organised;47;Medium;56;Press;50;Normal;Cover
415;111271;4087;10/9/2015 0:00;58;Balanced;35;Normal;56;Mixed;Organised;52;Normal;61;Normal;51;Normal;Organised;47;Medium;43;Press;50;Normal;Cover
416;1971;10218;22/2/2011 0:00;73;Fast;;Little;59;Mixed;Organised;77;Risky;33;Little;52;Normal;Organised;25;Deep;47;Press;33;Narrow;Cover
417;1971;10218;22/2/2012 0:00;47;Balanced;;Little;52;Mixed;Organised;63;Normal;45;Normal;37;Normal;Organised;23;Deep;30;Contain;32;Narrow;Cover
418;1971;10218;10/9/2015 0:00;53;Balanced;41;Normal;69;Long;Organised;48;Normal;45;Normal;43;Normal;Organised;29;Deep;41;Press;36;Normal;Cover
419;79;8596;22/2/2010 0:00;70;Fast;;Little;70;Long;Organised;60;Normal;70;Lots;70;Lots;Organised;60;Medium;70;Double;70;Wide;Cover
420;31;8722;22/2/2010 0:00;55;Balanced;;Little;65;Mixed;Organised;65;Normal;40;Normal;60;Normal;Organised;45;Medium;55;Press;70;Wide;Cover
421;31;8722;22/2/2011 0:00;58;Balanced;;Little;71;Long;Organised;42;Normal;39;Normal;50;Normal;Organised;40;Medium;40;Press;56;Normal;Cover
422;31;8722;22/2/2012 0:00;53;Balanced;;Little;53;Mixed;Organised;57;Normal;44;Normal;57;Normal;Organised;43;Medium;55;Press;67;Wide;Cover
423;31;8722;20/9/2013 0:00;60;Balanced;;Little;56;Mixed;Organised;57;Normal;44;Normal;57;Normal;Organised;43;Medium;55;Press;67;Wide;Cover
424;31;8722;19/9/2014 0:00;59;Balanced;53;Normal;57;Mixed;Organised;53;Normal;47;Normal;59;Normal;Organised;57;Medium;46;Press;54;Normal;Cover
425;31;8722;10/9/2015 0:00;59;Balanced;47;Normal;65;Mixed;Organised;57;Normal;36;Normal;71;Lots;Organised;42;Medium;56;Press;51;Normal;Cover
426;100626;6631;10/9/2015 0:00;39;Balanced;33;Little;62;Mixed;Organised;62;Normal;66;Normal;48;Normal;Organised;51;Medium;58;Press;55;Normal;Cover
427;1915;8674;22/2/2010 0:00;41;Balanced;;Little;32;Short;Organised;40;Normal;47;Normal;69;Lots;Organised;30;Deep;30;Contain;30;Narrow;Cover
428;1915;8674;22/2/2011 0:00;51;Balanced;;Little;39;Mixed;Organised;48;Normal;67;Lots;62;Normal;Organised;43;Medium;44;Press;49;Normal;Cover
429;1915;8674;22/2/2012 0:00;44;Balanced;;Little;41;Mixed;Organised;48;Normal;64;Normal;42;Normal;Organised;49;Medium;47;Press;53;Normal;Cover
430;1915;8674;20/9/2013 0:00;44;Balanced;;Little;44;Mixed;Organised;56;Normal;58;Normal;42;Normal;Organised;49;Medium;47;Press;53;Normal;Cover
431;1915;8674;19/9/2014 0:00;48;Balanced;42;Normal;38;Mixed;Organised;57;Normal;59;Normal;45;Normal;Organised;49;Medium;47;Press;53;Normal;Cover
432;1915;8674;10/9/2015 0:00;55;Balanced;32;Little;55;Mixed;Organised;57;Normal;59;Normal;54;Normal;Organised;49;Medium;47;Press;53;Normal;Cover
433;236;9773;22/2/2010 0:00;30;Slow;;Little;30;Short;Free Form;60;Normal;60;Normal;60;Normal;Free Form;30;Deep;30;Contain;30;Narrow;Offside Trap
434;236;9773;22/2/2011 0:00;50;Balanced;;Little;50;Mixed;Organised;50;Normal;65;Normal;65;Normal;Free Form;55;Medium;43;Press;65;Normal;Cover
435;236;9773;22/2/2012 0:00;52;Balanced;;Little;53;Mixed;Organised;56;Normal;72;Lots;68;Lots;Organised;61;Medium;49;Press;60;Normal;Cover
436;236;9773;20/9/2013 0:00;52;Balanced;;Little;53;Mixed;Organised;56;Normal;72;Lots;68;Lots;Organised;58;Medium;60;Press;57;Normal;Cover
437;236;9773;19/9/2014 0:00;52;Balanced;50;Normal;53;Mixed;Organised;56;Normal;66;Normal;68;Lots;Organised;58;Medium;60;Press;60;Normal;Cover
438;236;9773;10/9/2015 0:00;70;Fast;50;Normal;53;Mixed;Organised;56;Normal;66;Normal;68;Lots;Organised;58;Medium;60;Press;60;Normal;Cover
439;1903;9908;22/2/2010 0:00;45;Balanced;;Little;45;Mixed;Organised;33;Safe;50;Normal;67;Lots;Organised;30;Deep;30;Contain;30;Narrow;Cover
440;1903;9908;22/2/2011 0:00;66;Balanced;;Little;45;Mixed;Organised;41;Normal;69;Lots;72;Lots;Organised;34;Medium;57;Press;34;Normal;Offside Trap
441;1903;9908;22/2/2012 0:00;47;Balanced;;Little;52;Mixed;Organised;52;Normal;54;Normal;52;Normal;Organised;45;Medium;49;Press;47;Normal;Cover
442;1903;9908;20/9/2013 0:00;47;Balanced;;Little;52;Mixed;Organised;52;Normal;54;Normal;60;Normal;Organised;45;Medium;49;Press;47;Normal;Cover
443;1903;9908;19/9/2014 0:00;50;Balanced;50;Normal;52;Mixed;Organised;55;Normal;49;Normal;52;Normal;Organised;45;Medium;49;Press;47;Normal;Cover
444;1903;9908;10/9/2015 0:00;50;Balanced;39;Normal;54;Mixed;Organised;55;Normal;64;Normal;28;Little;Organised;54;Medium;58;Press;47;Normal;Cover
445;286;9824;10/9/2015 0:00;53;Balanced;32;Little;56;Mixed;Organised;38;Normal;53;Normal;46;Normal;Organised;42;Medium;33;Contain;58;Normal;Cover
446;894;10243;22/2/2010 0:00;45;Balanced;;Little;60;Mixed;Organised;45;Normal;70;Lots;50;Normal;Organised;50;Medium;55;Press;50;Normal;Offside Trap
447;894;10243;22/2/2011 0:00;48;Balanced;;Little;56;Mixed;Organised;49;Normal;61;Normal;55;Normal;Organised;54;Medium;49;Press;60;Normal;Cover
448;894;10243;22/2/2012 0:00;62;Balanced;;Little;46;Mixed;Organised;50;Normal;50;Normal;54;Normal;Organised;47;Medium;43;Press;56;Normal;Cover
449;894;10243;20/9/2013 0:00;62;Balanced;;Little;46;Mixed;Organised;50;Normal;50;Normal;54;Normal;Organised;47;Medium;43;Press;56;Normal;Cover
450;894;10243;19/9/2014 0:00;62;Balanced;49;Normal;46;Mixed;Organised;47;Normal;50;Normal;54;Normal;Organised;47;Medium;43;Press;56;Normal;Cover
451;894;10243;10/9/2015 0:00;62;Balanced;49;Normal;46;Mixed;Organised;47;Normal;50;Normal;54;Normal;Organised;47;Medium;43;Press;56;Normal;Cover
452;246;10235;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;44;Normal;41;Normal;46;Normal;Organised;30;Deep;30;Contain;30;Narrow;Cover
453;246;10235;22/2/2011 0:00;47;Balanced;;Little;53;Mixed;Free Form;43;Normal;33;Little;32;Little;Organised;48;Medium;59;Press;53;Normal;Cover
454;246;10235;22/2/2012 0:00;38;Balanced;;Little;34;Mixed;Organised;60;Normal;44;Normal;50;Normal;Organised;43;Medium;43;Press;54;Normal;Cover
455;246;10235;20/9/2013 0:00;44;Balanced;;Little;44;Mixed;Organised;48;Normal;62;Normal;50;Normal;Organised;43;Medium;43;Press;40;Normal;Cover
456;246;10235;19/9/2014 0:00;54;Balanced;40;Normal;60;Mixed;Organised;48;Normal;67;Lots;50;Normal;Organised;43;Medium;43;Press;40;Normal;Cover
457;246;10235;10/9/2015 0:00;50;Balanced;33;Little;48;Mixed;Organised;48;Normal;67;Lots;31;Little;Organised;43;Medium;46;Press;40;Normal;Cover
458;110374;8535;22/2/2010 0:00;67;Fast;;Little;30;Short;Free Form;50;Normal;60;Normal;60;Normal;Free Form;45;Medium;30;Contain;60;Normal;Offside Trap
459;110374;8535;22/2/2011 0:00;49;Balanced;;Little;50;Mixed;Organised;50;Normal;60;Normal;60;Normal;Organised;45;Medium;45;Press;50;Normal;Offside Trap
460;110374;8535;22/2/2012 0:00;45;Balanced;;Little;50;Mixed;Organised;65;Normal;50;Normal;50;Normal;Organised;45;Medium;45;Press;50;Normal;Cover
461;110374;8535;20/9/2013 0:00;53;Balanced;;Little;51;Mixed;Organised;64;Normal;51;Normal;53;Normal;Organised;47;Medium;47;Press;51;Normal;Cover
462;110374;8535;19/9/2014 0:00;34;Balanced;54;Normal;33;Short;Organised;68;Risky;51;Normal;53;Normal;Organised;58;Medium;59;Press;67;Wide;Cover
463;110374;8535;10/9/2015 0:00;34;Balanced;54;Normal;33;Short;Organised;68;Risky;51;Normal;53;Normal;Organised;58;Medium;59;Press;61;Normal;Cover
464;110636;8194;22/2/2010 0:00;65;Balanced;;Little;35;Mixed;Organised;70;Risky;50;Normal;52;Normal;Free Form;45;Medium;70;Double;54;Normal;Cover
465;110636;8194;22/2/2011 0:00;51;Balanced;;Little;38;Mixed;Organised;52;Normal;40;Normal;54;Normal;Organised;46;Medium;59;Press;34;Normal;Cover
466;110636;8194;22/2/2012 0:00;67;Fast;;Little;47;Mixed;Organised;67;Risky;68;Lots;55;Normal;Organised;56;Medium;57;Press;52;Normal;Cover
467;110636;8194;20/9/2013 0:00;41;Balanced;;Little;69;Long;Organised;55;Normal;68;Lots;52;Normal;Organised;24;Deep;48;Press;45;Normal;Cover
468;110636;8194;19/9/2014 0:00;72;Fast;69;Lots;57;Mixed;Organised;55;Normal;49;Normal;37;Normal;Organised;47;Medium;48;Press;50;Normal;Cover
469;110636;8194;10/9/2015 0:00;47;Balanced;62;Normal;47;Mixed;Organised;55;Normal;68;Lots;55;Normal;Organised;56;Medium;57;Press;52;Normal;Cover
470;25;8358;22/2/2010 0:00;50;Balanced;;Little;30;Short;Organised;30;Safe;70;Lots;60;Normal;Organised;55;Medium;50;Press;50;Normal;Cover
471;25;8358;22/2/2011 0:00;50;Balanced;;Little;47;Mixed;Organised;47;Normal;41;Normal;34;Normal;Organised;41;Medium;42;Press;50;Normal;Cover
472;25;8358;22/2/2012 0:00;52;Balanced;;Little;61;Mixed;Organised;62;Normal;50;Normal;42;Normal;Organised;30;Deep;50;Press;39;Normal;Cover
473;25;8358;20/9/2013 0:00;59;Balanced;;Little;38;Mixed;Organised;55;Normal;39;Normal;43;Normal;Free Form;53;Medium;62;Press;37;Normal;Cover
474;25;8358;19/9/2014 0:00;39;Balanced;58;Normal;48;Mixed;Organised;55;Normal;33;Little;44;Normal;Free Form;59;Medium;60;Press;39;Normal;Cover
475;25;8358;10/9/2015 0:00;59;Balanced;54;Normal;38;Mixed;Organised;55;Normal;44;Normal;45;Normal;Free Form;53;Medium;62;Press;29;Narrow;Cover
476;111657;9891;22/2/2010 0:00;30;Slow;;Little;30;Short;Organised;30;Safe;45;Normal;65;Normal;Organised;30;Deep;30;Contain;65;Normal;Offside Trap
477;111657;9891;22/2/2011 0:00;70;Fast;;Little;48;Mixed;Organised;46;Normal;45;Normal;65;Normal;Organised;61;Medium;67;Double;65;Normal;Offside Trap
478;111657;9891;10/9/2015 0:00;63;Balanced;48;Normal;46;Mixed;Organised;51;Normal;50;Normal;50;Normal;Organised;55;Medium;57;Press;47;Normal;Cover
479;144;9879;22/2/2010 0:00;60;Balanced;;Little;70;Long;Organised;70;Risky;70;Lots;50;Normal;Organised;40;Medium;35;Press;40;Normal;Cover
480;144;9879;22/2/2011 0:00;50;Balanced;;Little;55;Mixed;Organised;45;Normal;55;Normal;40;Normal;Organised;45;Medium;35;Press;50;Normal;Cover
